0	0.122549	0.277451
0	0.404902	0.283333
0	0.222549	0.061765
0	0.434314	0.083333
0	0.495098	0.506863
1	0.518627	0.134314
1	0.302941	0.087255
1	0.226471	0.191176
1	0.297059	0.126471
0	0.063725	0.263725
1	0.069608	0.269608
1	0.491176	0.225490
1	0.516667	0.157843
1	0.171569	0.061765
1	0.173529	0.060784
1	0.083333	0.296078
1	0.481373	0.250980
1	0.263725	0.271569
1	0.144118	0.284314
1	0.144118	0.112745
1	0.279412	0.090196
1	0.461765	0.224510
1	0.297059	0.130392
1	0.138235	0.246078
1	0.369608	0.101961
1	0.169608	0.250000
1	0.322549	0.107843
1	0.538235	0.057843
1	0.318627	0.136275
1	0.351961	0.133333
1	0.293137	0.240196
1	0.473529	0.146078
1	0.524510	0.254902
1	0.522549	0.291176
1	0.265686	0.117647
1	0.081373	0.172549
1	0.295098	0.150980
1	0.202941	0.266667
1	0.404902	0.108824
1	0.159804	0.074510
1	0.248039	0.207843
1	0.463726	0.261765
1	0.491176	0.078431
1	0.418627	0.163725
1	0.389216	0.112745
1	0.095098	0.056863
1	0.473529	0.228431
1	0.363726	0.264706
1	0.157843	0.188235
1	0.504902	0.220588
1	0.232353	0.210784
1	0.312745	0.141176
1	0.479412	0.088235
1	0.267647	0.236275
1	0.465686	0.140196
0	0.100980	0.467647
0	0.216667	0.057843
0	0.342157	0.434314
0	0.226471	0.514706
0	0.110784	0.355882
1	0.450000	0.198039
4	0.083333	0.509804
4	0.242157	0.309804
0	0.116667	0.051961
0	0.461765	0.240196
0	0.073529	0.540196
0	0.295098	0.534314
0	0.422549	0.220588
0	0.393137	0.406863
0	0.436275	0.542157
0	0.365686	0.251961
1	0.151961	0.095098
1	0.373529	0.250000
1	0.459804	0.229412
1	0.061765	0.211765
1	0.477451	0.065686
1	0.163725	0.280392
1	0.451961	0.191176
1	0.189216	0.150980
1	0.285294	0.216667
1	0.102941	0.148039
1	0.244118	0.225490
1	0.446078	0.203922
1	0.069608	0.060784
1	0.412745	0.099020
0	0.057843	0.289216
0	0.359804	0.477451
4	0.316667	0.352941
4	0.328431	0.480392
4	0.271569	0.388235
4	0.383333	0.500000
4	0.273529	0.423529
4	0.516667	0.404902
4	0.455882	0.397059
4	0.128431	0.417647
4	0.402941	0.417647
4	0.287255	0.400980
4	0.238235	0.365686
4	0.206863	0.540196
4	0.438235	0.307843
4	0.189216	0.332353
4	0.479412	0.307843
4	0.389216	0.444118
4	0.151961	0.464706
4	0.520588	0.313726
4	0.353922	0.347059
4	0.267647	0.350000
4	0.402941	0.327451
4	0.255882	0.509804
4	0.063725	0.487255
4	0.504902	0.539216
4	0.528431	0.383333
4	0.167647	0.319608
4	0.157843	0.345098
4	0.483333	0.525490
4	0.134314	0.401961
4	0.210784	0.462745
4	0.297059	0.524510
4	0.246078	0.318627
4	0.483333	0.396078
4	0.102941	0.346078
4	0.165686	0.475490
4	0.506863	0.441176
4	0.350000	0.413725
0	0.424510	0.524510
0	0.526471	0.210784
0	0.161765	0.302941
0	0.414706	0.175490
1	0.267647	0.111765
1	0.155882	0.110784
1	0.216667	0.162745
1	0.410784	0.174510
1	0.246078	0.200000
1	0.397059	0.142157
1	0.528431	0.117647
1	0.532353	0.186275
1	0.473529	0.263725
1	0.222549	0.214706
1	0.387255	0.138235
1	0.051961	0.209804
1	0.300980	0.199020
1	0.450000	0.165686
1	0.055882	0.185294
1	0.338235	0.099020
1	0.489216	0.157843
1	0.269608	0.190196
1	0.336275	0.217647
1	0.187255	0.291176
1	0.246078	0.155882
1	0.404902	0.052941
1	0.163725	0.176471
1	0.422549	0.060784
1	0.330392	0.100000
1	0.287255	0.061765
1	0.226471	0.053922
1	0.183333	0.087255
1	0.526471	0.274510
1	0.189216	0.178431
1	0.240196	0.285294
1	0.391176	0.189216
0	0.050000	0.375490
4	0.095098	0.374510
4	0.467647	0.437255
4	0.099020	0.515686
4	0.359804	0.528431
0	0.100980	0.514706
2	0.251961	0.390196
2	0.079412	0.491176
2	0.332353	0.448039
2	0.193137	0.526471
2	0.191176	0.531373
2	0.236275	0.438235
2	0.404902	0.353922
2	0.344118	0.438235
2	0.114706	0.541176
2	0.095098	0.545098
2	0.416667	0.432353
2	0.067647	0.420588
2	0.148039	0.528431
2	0.477451	0.427451
2	0.073529	0.393137
2	0.275490	0.497059
2	0.499020	0.387255
2	0.453922	0.408824
2	0.402941	0.369608
0	0.159804	0.402941
0	0.336275	0.308824
2	0.524510	0.512745
2	0.514706	0.547059
2	0.122549	0.423529
2	0.491176	0.374510
2	0.532353	0.429412
2	0.267647	0.534314
2	0.155882	0.318627
2	0.336275	0.319608
2	0.375490	0.530392
2	0.320588	0.393137
2	0.257843	0.489216
2	0.163725	0.397059
2	0.322549	0.467647
2	0.067647	0.346078
2	0.253922	0.457843
2	0.351961	0.549020
2	0.540196	0.412745
2	0.397059	0.397059
2	0.230392	0.350980
2	0.432353	0.522549
2	0.065686	0.336275
2	0.293137	0.536275
2	0.185294	0.511765
2	0.395098	0.485294
2	0.461765	0.314706
2	0.332353	0.516667
2	0.499020	0.347059
2	0.230392	0.467647
2	0.128431	0.449020
2	0.177451	0.524510
0	0.195098	0.095098
0	0.122549	0.277451
0	0.171569	0.120588
1	0.055882	0.282353
1	0.085294	0.138235
1	0.400980	0.280392
1	0.485294	0.173529
1	0.069608	0.206863
1	0.187255	0.298039
1	0.130392	0.060784
1	0.110784	0.179412
1	0.363726	0.167647
0	0.410784	0.240196
0	0.232353	0.300980
0	0.461765	0.424510
2	0.369608	0.538235
2	0.475490	0.516667
2	0.338235	0.549020
2	0.285294	0.376471
2	0.091176	0.549020
2	0.299020	0.346078
2	0.167647	0.447059
2	0.059804	0.353922
2	0.263725	0.495098
2	0.075490	0.383333
2	0.512745	0.366667
2	0.228431	0.405882
2	0.248039	0.378431
2	0.104902	0.354902
2	0.502941	0.447059
2	0.144118	0.414706
2	0.346078	0.397059
2	0.538235	0.538235
2	0.155882	0.379412
2	0.412745	0.313726
2	0.214706	0.419608
2	0.273529	0.349020
2	0.116667	0.430392
2	0.179412	0.429412
2	0.238235	0.527451
2	0.102941	0.301961
2	0.191176	0.359804
2	0.104902	0.313726
2	0.350000	0.365686
0	0.461765	0.381373
4	0.497059	0.317647
0	0.236275	0.402941
0	0.381373	0.410784
4	0.428431	0.434314
4	0.305882	0.325490
4	0.340196	0.515686
4	0.369608	0.542157
4	0.539216	0.384314
4	0.342157	0.491176
4	0.468627	0.413725
4	0.313726	0.374510
4	0.352941	0.481373
4	0.424510	0.366667
4	0.372549	0.314706
4	0.315686	0.531373
4	0.443137	0.490196
4	0.338235	0.476471
4	0.517647	0.543137
4	0.452941	0.433333
4	0.550000	0.540196
4	0.464706	0.518627
4	0.475490	0.547059
4	0.542157	0.443137
4	0.357843	0.472549
0	0.102941	0.393137
2	0.125490	0.399020
2	0.084314	0.310784
2	0.277451	0.504902
2	0.064706	0.371569
2	0.129412	0.304902
2	0.200000	0.382353
2	0.226471	0.539216
2	0.250000	0.355882
2	0.264706	0.484314
2	0.181373	0.341176
2	0.154902	0.379412
2	0.190196	0.307843
2	0.260784	0.320588
2	0.181373	0.324510
0	0.495098	0.295098
0	0.346078	0.255882
0	0.257843	0.242157
1	0.269608	0.245098
1	0.068627	0.120588
1	0.125490	0.100000
1	0.269608	0.283333
1	0.269608	0.119608
1	0.130392	0.124510
1	0.138235	0.108824
1	0.096078	0.297059
1	0.213725	0.296078
0	0.371569	0.138235
0	0.167647	0.359804
2	0.233333	0.468627
2	0.248039	0.447059
2	0.095098	0.390196
2	0.144118	0.466667
2	0.186275	0.337255
2	0.276471	0.499020
2	0.060784	0.533333
2	0.097059	0.425490
2	0.163725	0.427451
2	0.083333	0.351961
2	0.296078	0.466667
2	0.147059	0.414706
2	0.248039	0.333333
2	0.065686	0.449020
2	0.285294	0.316667
2	0.237255	0.340196
2	0.273529	0.415686
2	0.178431	0.449020
0	0.316667	0.240196
3	0.493137	0.136275
3	0.453922	0.166667
3	0.353922	0.050980
3	0.419608	0.252941
3	0.465686	0.230392
3	0.509804	0.123529
3	0.479412	0.255882
0	0.285294	0.169608
0	0.291176	0.263725
0	0.077451	0.085294
