904614	3	-0.3	0	0	0.3	2	3	5	6
00000	00.1947	-0.1985	00	00	02	-0.2203	00.1688	00	00	02	-0.0136	00.1171	00	00	02	00.1392	00.1826	00	00	02	-0.1921	00.1096	00	00	02
00001	00.2006	-0.1928	00	00	02	-0.2145	00.1749	00	00	02	-0.0059	00.1198	00	00	02	00.1473	00.1818	00	00	02	-0.1837	00.1085	00	00	02
00002	00.2013	-0.1833	00	00	02	-0.2077	00.1822	00	00	02	00.0040	00.1186	00	00	02	00.1538	00.1747	00	00	02	-0.1738	00.1072	00	00	02
00003	00.1950	-0.1760	00	00	02	-0.2008	00.1895	00	00	02	00.0139	00.1173	00	00	02	00.1534	00.1652	00	00	02	-0.1638	00.1060	00	00	02
00004	00.1856	-0.1727	00	00	02	-0.1926	00.1945	00	00	02	00.0239	00.1160	00	00	02	00.1482	00.1567	00	00	02	-0.1539	00.1047	00	00	02
00005	00.1762	-0.1694	00	00	02	-0.1833	00.1923	00	00	02	00.0338	00.1147	00	00	02	00.1429	00.1482	00	00	02	-0.1440	00.1034	00	00	02
00006	00.1667	-0.1661	00	00	02	-0.1760	00.1856	00	00	02	00.0426	00.1109	00	00	02	00.1375	00.1398	00	00	02	-0.1341	00.1022	00	00	02
00007	00.1573	-0.1629	00	00	02	-0.1687	00.1788	00	00	02	00.0463	00.1021	00	00	02	00.1322	00.1313	00	00	02	-0.1242	00.1009	00	00	02
00008	00.1478	-0.1596	00	00	02	-0.1614	00.1719	00	00	02	00.0451	00.0922	00	00	02	00.1268	00.1229	00	00	02	-0.1153	00.0972	00	00	02
00009	00.1383	-0.1564	00	00	02	-0.1541	00.1651	00	00	02	00.0438	00.0823	00	00	02	00.1215	00.1144	00	00	02	-0.1116	00.0884	00	00	02
00010	00.1289	-0.1531	00	00	02	-0.1468	00.1582	00	00	02	00.0451	00.0728	00	00	02	00.1161	00.1060	00	00	02	-0.1127	00.0785	00	00	02
00011	00.1194	-0.1498	00	00	02	-0.1395	00.1514	00	00	02	00.0527	00.0669	00	00	02	00.1108	00.0975	00	00	02	-0.1140	00.0686	01	00	01
00012	00.1100	-0.1466	00	00	02	-0.1310	00.1469	00	00	02	00.0615	00.0631	00	00	02	00.1054	00.0891	00	00	02	-0.1152	00.0586	01	00	01
00013	00.1005	-0.1433	00	00	02	-0.1218	00.1496	00	00	02	00.0652	00.0542	00	00	02	00.1001	00.0806	00	00	02	-0.1165	00.0487	01	00	01
00014	00.0911	-0.1400	00	00	02	-0.1149	00.1568	00	00	02	00.0640	00.0443	00	00	02	00.0947	00.0722	00	00	02	-0.1178	00.0388	01	00	01
00015	00.0816	-0.1368	00	00	02	-0.1081	00.1641	00	00	02	00.0627	00.0344	00	00	02	00.0894	00.0637	00	00	02	-0.1190	00.0289	01	00	01
00016	00.0722	-0.1335	00	00	02	-0.0999	00.1691	00	00	02	00.0589	00.0255	00	00	02	00.0841	00.0553	00	00	02	-0.1203	00.0190	01	00	01
00017	00.0627	-0.1303	00	00	02	-0.0905	00.1670	00	00	02	00.0501	00.0219	00	00	02	00.0787	00.0468	00	00	02	-0.1215	00.0090	01	00	01
00018	00.0533	-0.1270	00	00	02	-0.0832	00.1602	00	00	02	00.0413	00.0255	00	00	02	00.0734	00.0384	00	00	02	-0.1202	-0.0005	01	00	01
00019	00.0438	-0.1237	00	00	02	-0.0759	00.1534	00	00	02	00.0371	00.0342	00	00	02	00.0681	00.0299	00	00	02	-0.1126	-0.0063	01	00	01
00020	00.0344	-0.1205	00	00	02	-0.0686	00.1465	00	00	02	00.0383	00.0441	00	00	02	00.0628	00.0215	00	00	02	-0.1037	-0.0101	01	00	01
00021	00.0249	-0.1172	00	00	02	-0.0613	00.1397	00	00	02	00.0396	00.0541	00	00	02	00.0574	00.0130	00	00	02	-0.1000	-0.0189	01	00	01
00022	00.0155	-0.1139	00	00	02	-0.0528	00.1352	00	00	02	00.0409	00.0640	00	00	02	00.0521	00.0046	00	00	02	-0.1012	-0.0288	01	00	01
00023	00.0060	-0.1107	00	00	02	-0.0437	00.1379	00	00	02	00.0423	00.0739	00	00	02	00.0467	-0.0039	00	00	02	-0.1024	-0.0387	01	00	01
00024	-0.0034	-0.1074	00	00	02	-0.0367	00.1451	00	00	02	00.0436	00.0838	00	00	02	00.0414	-0.0123	00	00	02	-0.1037	-0.0487	01	00	01
00025	-0.0129	-0.1041	00	00	02	-0.0299	00.1524	00	00	02	00.0449	00.0937	00	00	02	00.0360	-0.0208	00	00	02	-0.1050	-0.0586	01	00	01
00026	-0.0223	-0.1009	00	00	02	-0.0217	00.1574	00	00	02	00.0462	00.1036	00	00	02	00.0289	-0.0272	00	00	02	-0.1062	-0.0685	01	00	01
00027	-0.0318	-0.0976	00	00	02	-0.0124	00.1553	00	00	02	00.0475	00.1135	00	00	02	00.0194	-0.0269	00	00	02	-0.1075	-0.0784	01	00	01
00028	-0.0413	-0.0944	00	00	02	-0.0050	00.1485	00	00	02	00.0488	00.1235	00	00	02	00.0109	-0.0216	00	00	02	-0.1087	-0.0883	01	00	01
00029	-0.0507	-0.0911	00	00	02	00.0023	00.1417	00	00	02	00.0501	00.1334	00	00	02	00.0024	-0.0163	00	00	02	-0.1100	-0.0983	01	00	01
00030	-0.0602	-0.0878	00	00	02	00.0096	00.1348	00	00	02	00.0539	00.1422	00	00	02	-0.0068	-0.0135	00	00	02	-0.1113	-0.1082	01	00	01
00031	-0.0696	-0.0846	00	00	02	00.0168	00.1280	00	00	02	00.0627	00.1459	00	00	02	-0.0153	-0.0179	00	00	02	-0.1125	-0.1181	01	00	01
00032	-0.0791	-0.0813	00	00	02	00.0241	00.1211	00	00	02	00.0722	00.1473	00	00	02	-0.0207	-0.0263	00	00	02	-0.1112	-0.1276	01	00	01
00033	-0.0885	-0.0780	00	00	02	00.0314	00.1143	00	00	02	00.0781	00.1549	00	00	02	-0.0260	-0.0347	00	00	02	-0.1036	-0.1334	01	00	01
00034	-0.0980	-0.0748	00	00	02	00.0364	00.1061	00	00	02	00.0819	00.1637	00	00	02	-0.0314	-0.0432	00	00	02	-0.0947	-0.1373	01	00	01
00035	-0.1074	-0.0715	00	00	02	00.0343	00.0968	00	00	02	00.0907	00.1674	00	00	02	-0.0367	-0.0516	00	00	02	-0.0910	-0.1461	01	00	01
00036	-0.1154	-0.0661	00	00	02	00.0275	00.0894	00	00	02	00.0996	00.1638	00	00	02	-0.0438	-0.0581	00	00	02	-0.0922	-0.1560	01	00	01
00037	-0.1172	-0.0567	00	00	02	00.0207	00.0821	00	00	02	00.1033	00.1549	00	00	02	-0.0534	-0.0577	00	00	02	-0.0934	-0.1659	01	00	01
00038	-0.1167	-0.0471	00	00	02	00.0138	00.0748	00	00	02	00.1021	00.1450	00	00	02	-0.0619	-0.0525	00	00	02	-0.0971	-0.1748	01	00	01
00039	-0.1230	-0.0398	00	00	02	00.0070	00.0675	00	00	02	00.1008	00.1351	00	00	02	-0.0703	-0.0472	00	00	02	-0.1059	-0.1785	01	00	01
00040	-0.1308	-0.0343	00	00	02	00.0001	00.0603	00	00	02	00.0995	00.1252	00	00	02	-0.0788	-0.0418	00	00	02	-0.1148	-0.1749	01	00	01
00041	-0.1327	-0.0249	00	00	02	-0.0067	00.0530	00	00	02	00.0981	00.1153	04	00	02	-0.0872	-0.0365	00	00	02	-0.1185	-0.1661	01	00	01
00042	-0.1322	-0.0153	00	00	02	-0.0112	00.0445	00	00	02	00.0995	00.1058	04	00	02	-0.0957	-0.0311	00	00	02	-0.1174	-0.1562	01	00	01
00043	-0.1384	-0.0081	00	00	02	-0.0084	00.0353	00	00	02	00.1070	00.0999	04	00	02	-0.1041	-0.0258	00	00	02	-0.1161	-0.1463	01	00	01
00044	-0.1463	-0.0025	00	00	02	-0.0035	00.0270	00	00	02	00.1159	00.0961	04	00	02	-0.1126	-0.0204	00	00	02	-0.1149	-0.1363	01	00	01
00045	-0.1490	00.0075	00	00	02	-0.0057	00.0177	00	00	02	00.1195	00.0872	04	00	02	-0.1203	-0.0156	00	00	02	-0.1136	-0.1264	01	00	01
00046	-0.1470	00.0178	00	00	02	-0.0124	00.0103	00	00	02	00.1183	00.0773	04	00	02	-0.1283	-0.0106	00	00	02	-0.1123	-0.1165	01	00	01
00047	-0.1438	00.0272	00	00	02	-0.0193	00.0031	00	00	02	00.1170	00.0674	04	00	02	-0.1367	-0.0053	00	00	02	-0.1111	-0.1066	01	00	01
00048	-0.1405	00.0367	00	00	02	-0.0261	-0.0042	00	00	02	00.1157	00.0575	04	00	02	-0.1452	00.0001	00	00	02	-0.1098	-0.0967	01	00	01
00049	-0.1372	00.0461	00	00	02	-0.0330	-0.0115	00	00	02	00.1144	00.0476	04	00	02	-0.1536	00.0054	00	00	02	-0.1085	-0.0867	01	00	01
00050	-0.1366	00.0557	00	00	02	-0.0375	-0.0200	00	00	02	00.1131	00.0377	04	00	02	-0.1601	00.0125	00	00	02	-0.1073	-0.0768	01	00	01
00051	-0.1429	00.0630	00	00	02	-0.0347	-0.0292	00	00	02	00.1118	00.0278	04	00	02	-0.1598	00.0221	00	00	02	-0.1060	-0.0669	01	00	01
00052	-0.1507	00.0685	00	00	02	-0.0263	-0.0337	00	00	02	00.1105	00.0178	04	00	02	-0.1527	00.0286	00	00	02	-0.1048	-0.0570	01	00	01
00053	-0.1526	00.0779	01	00	01	-0.0171	-0.0310	01	00	01	00.1092	00.0079	04	00	02	-0.1432	00.0282	00	00	02	-0.1035	-0.0471	01	00	01
00054	-0.1473	00.0858	01	00	01	-0.0126	-0.0226	01	00	01	00.1079	-0.0020	04	00	02	-0.1339	00.0255	00	00	02	-0.1022	-0.0371	01	00	01
00055	-0.1379	00.0877	01	00	01	-0.0153	-0.0134	01	00	01	00.1066	-0.0119	04	00	02	-0.1255	00.0300	00	00	02	-0.1010	-0.0272	01	00	01
00056	-0.1284	00.0845	01	00	01	-0.0225	-0.0065	01	00	01	00.1079	-0.0214	04	00	02	-0.1183	00.0364	00	00	02	-0.0997	-0.0173	01	00	01
00057	-0.1189	00.0813	01	00	01	-0.0298	00.0003	01	00	01	00.1155	-0.0273	04	00	02	-0.1082	00.0374	00	00	02	-0.0989	-0.0087	01	00	01
00058	-0.1095	00.0780	01	00	01	-0.0371	00.0072	01	00	01	00.1243	-0.0311	04	00	02	-0.0984	00.0372	00	00	02	-0.1006	-0.0014	01	00	01
00059	-0.1033	00.0778	01	00	01	-0.0444	00.0140	01	00	01	00.1280	-0.0400	04	00	02	-0.0858	00.0378	00	00	02	-0.1082	00.0044	01	00	01
00060	-0.0948	00.0770	01	00	01	-0.0461	00.0108	01	00	01	00.1268	-0.0499	04	00	02	-0.0776	00.0431	00	00	02	-0.1181	00.0057	01	00	01
00061	-0.0854	00.0737	01	00	01	-0.0497	00.0025	01	00	01	00.1255	-0.0598	04	00	02	-0.0684	00.0459	00	00	02	-0.1280	00.0070	01	00	01
00062	-0.0796	00.0725	01	00	01	-0.0568	00.0066	01	00	01	00.1241	-0.0697	04	00	02	-0.0583	00.0435	00	00	02	-0.1379	00.0083	01	00	01
00063	-0.0768	00.0713	01	00	01	-0.0641	00.0134	01	00	01	00.1228	-0.0796	04	00	02	-0.0443	00.0460	00	00	02	-0.1478	00.0095	01	00	01
00064	-0.0680	00.0683	01	00	01	-0.0709	00.0194	01	00	01	00.1215	-0.0895	04	00	02	-0.0358	00.0521	00	00	02	-0.1578	00.0108	01	00	01
00065	-0.0566	00.0676	01	00	01	-0.0776	00.0211	01	00	01	00.1202	-0.0994	04	00	02	-0.0262	00.0517	00	00	02	-0.1677	00.0121	01	00	01
